date,ci,weather_dummy,wind,aqi,life_impact,is_holiday_near,is_holiday_mid,is_nonwork_weekend,is_holiday_day_or_window,is_bad_weather,is_aqi_high,test_fold_1,test_fold_2,test_fold_3,test_fold_4,test_fold_5,test_fold_6,test_fold_7,test_fold_8,test_fold_9,test_fold_10,ci_lag1,ci_lag2,ci_lag3,ci_lag7,ci_lag8,ci_lag14,ci_lag21,ci_lag28,ci_roll3_prev_mean,ci_roll7_prev_mean,ci_roll14_prev_mean,ci_roll7_prev_std,ci_diff1_lag1,ci_diff7_lag1,dow,month,dow_sin,dow_cos,doy_sin,doy_cos
2017-05-14,76.69114697187112,2,1,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,64.83672366838013,69.26494894372716,68.96990152539519,48.918551721189786,60.76800051313592,61.42474311679926,73.19090894459104,52.17354094322312,67.69052471250082,60.91417170510454,63.41138834703408,9.226514767669988,-4.428225275347032,4.068723155244214,6.0,5.0,-0.7818314824680299,0.6234898018587334,0.7422491881831634,-0.6701239755757398
2017-05-15,70.87096756901852,2,1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76.69114697187112,64.83672366838013,69.26494894372716,44.97825656677907,48.918551721189786,61.24630254612131,63.94211379300264,64.61565206139032,70.26427319465948,64.88168531234473,64.50184576525349,9.186402400990335,11.85442330349099,27.772595250681334,0.0,5.0,0.0,1.0,0.7306119371499218,-0.682792938813839
2017-05-16,64.45379319867752,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.87096756901852,76.69114697187112,64.83672366838013,61.6221724174301,44.97825656677907,67.60651072660363,64.36799623415587,68.7153455673363,70.79961273642324,68.58064402695037,65.18932183831758,4.386324211589751,-5.820179402852602,25.892711002239444,1.0,5.0,0.7818314824680298,0.6234898018587336,0.7187584774111637,-0.695259844338493
2017-05-17,65.50539440360255,1,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45379319867752,70.87096756901852,76.69114697187112,67.80864709283034,61.6221724174301,75.36354056927964,63.93494621622924,74.25711275053469,70.6719692465224,68.98516128141428,64.96412772918,3.81994786386361,-6.417174370341002,2.831620781247416,2.0,5.0,0.9749279121818236,-0.22252093395631434,0.7066923167403818,-0.7075210028402775
2017-05-18,63.37822875225477,2,1,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.50539440360255,64.45379319867752,70.87096756901852,68.96990152539519,67.80864709283034,71.59435793968125,65.43414654938687,83.0347734459111,66.94338505709952,68.65612518295318,64.25997443163165,4.001977196832936,1.051601204925035,-2.30325268922779,3.0,5.0,0.43388373911755823,-0.900968867902419,0.6944170258552806,-0.7195727858961222
2017-05-19,72.66510834212855,2,1,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63.37822875225477,65.50539440360255,64.45379319867752,69.26494894372716,68.96990152539519,63.35677951112435,66.58336587201305,74.69727685452209,64.4458054515116,67.85731478679025,63.67310806110118,4.398080737009402,-2.127165651347781,-5.5916727731404166,4.0,5.0,-0.433883739117558,-0.9009688679024191,0.6819362373611009,-0.7314116270430655
2017-05-20,66.55710258690716,2,1,36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,72.66510834212855,63.37822875225477,65.50539440360255,64.83672366838013,69.26494894372716,60.76800051313592,60.40159826220868,80.5268703900893,67.18291049932863,68.34305184370474,64.33798869188719,4.703853446400997,9.286879589873777,3.400159398401385,5.0,5.0,-0.9749279121818236,-0.2225209339563146,0.6692536446756302,-0.743034022833669
2017-05-21,65.5102619367678,2,5,31,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,66.55710258690716,72.66510834212855,63.37822875225477,76.69114697187112,64.83672366838013,48.918551721189786,61.42474311679926,73.19090894459104,67.5334798937635,68.58882026063716,64.75149598287086,4.556880565035381,-6.1080057552213844,1.7203789185270324,6.0,5.0,-0.7818314824680299,0.6234898018587334,0.6563730009362144,-0.7544365338727892
2017-05-22,61.92925494570074,2,1,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.5102619367678,66.55710258690716,72.66510834212855,70.87096756901852,76.69114697187112,44.97825656677907,61.24630254612131,63.94211379300264,68.2441576219345,66.99155096990812,65.93661814112643,3.1921122047976564,-1.0468406501393588,-11.180885035103316,0.0,5.0,0.0,1.0,0.6432981178891005,-0.7656157858353895
2017-05-23,59.4950602552721,2,1,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.92925494570074,65.5102619367678,66.55710258690716,64.45379319867752,70.87096756901852,61.6221724174301,67.60651072660363,64.36799623415587,64.66553982312523,65.71416345229129,67.14740373962084,3.1731462100444516,-3.5810069910670634,-8.941712623317777,1.0,5.0,0.7818314824680298,0.6234898018587336,0.630032864761432,-0.7765684704650989
2017-05-24,57.53906061944928,2,1,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59.4950602552721,61.92925494570074,65.5102619367678,65.50539440360255,64.45379319867752,67.80864709283034,75.36354056927964,63.93494621622924,62.31152571258021,65.00577303180481,66.99546715660954,3.8555709337520714,-2.4341946904286402,-4.9587329434054155,2.0,5.0,0.9749279121818236,-0.22252093395631434,0.6165811671162346,-0.7872913465532199
2017-05-25,58.69796151921617,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.53906061944928,59.4950602552721,61.92925494570074,63.37822875225477,65.50539440360255,68.96990152539519,71.59435793968125,65.43414654938687,59.654458606807374,63.86772534835434,66.26192526565376,4.636718291473193,-1.9559996358228204,-7.966333784153271,3.0,5.0,0.43388373911755823,-0.900968867902419,0.6029470056907332,-0.797781240897891
2017-06-07,61.43201767195225,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.69796151921617,57.53906061944928,59.4950602552721,72.66510834212855,63.37822875225477,69.26494894372716,63.35677951112435,66.58336587201305,58.57736079797919,63.19911574363454,65.5282152652124,4.9835683588050745,1.1589008997668913,-4.680267233038599,2.0,6.0,0.9749279121818236,-0.22252093395631434,0.4110028753129673,-0.9116340474579004
2017-06-08,65.87431065489712,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.43201767195225,58.69796151921617,57.53906061944928,66.55710258690716,72.66510834212855,64.83672366838013,60.76800051313592,60.40159826220868,59.223013270205904,61.594388505037934,64.96872017437133,3.147408191247515,2.7340561527360805,-11.233090670176296,3.0,6.0,0.43388373911755823,-0.900968867902419,0.3952601978350095,-0.9185692004456872
2017-06-09,62.8286253758639,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.87431065489712,61.43201767195225,58.69796151921617,65.5102619367678,66.55710258690716,76.69114697187112,48.918551721189786,61.42474311679926,62.00142994868852,61.496846800465065,65.04283353055112,2.99918679735212,4.442292982944863,-0.6827919320100477,4.0,6.0,-0.433883739117558,-0.9009688679024191,0.37940055170191456,-0.9252325228656215
2017-06-10,63.21412333512362,1,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8286253758639,65.87431065489712,61.43201767195225,61.92925494570074,65.5102619367678,70.87096756901852,44.97825656677907,61.24630254612131,63.37831790090442,61.113755863193084,64.0526534165506,2.6078089481929534,-3.045685279033215,-2.681636560903904,5.0,6.0,-0.9749279121818236,-0.2225209339563146,0.36342863023086686,-0.9316220428524198
