date,ci,weather_dummy,wind,aqi,life_impact,is_holiday_near,is_holiday_mid,is_nonwork_weekend,is_holiday_day_or_window,is_bad_weather,is_aqi_high,test_fold_1,test_fold_2,test_fold_3,test_fold_4,test_fold_5,test_fold_6,test_fold_7,test_fold_8,test_fold_9,test_fold_10
2018-01-13,50.864762801492304,1,1,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-14,57.31772156651051,1,1,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-15,55.999529293587926,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,55.39515279256696,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-17,62.3287671233685,1,1,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-18,57.53424657547382,2,1,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,61.929040988941566,1,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-20,52.192476183986216,1,1,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-21,48.554342535491095,1,4,73,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-22,62.84510010544947,1,1,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-23,52.29715490008117,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-24,31.42019652029561,1,5,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-25,46.27248559820392,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-26,45.40162500756499,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-27,45.58247260023067,2,5,56,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-28,29.09314105713946,2,4,54,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-29,28.18419602821516,2,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-30,31.11803501438002,2,1,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-31,37.283060448649856,2,4,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,30.02824239279004,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-02,22.578295079907534,1,4,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-03,36.742924692640536,1,1,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-04,49.86301369884232,1,4,75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-05,40.57378057617061,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-06,49.37524404547538,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-07,50.71247853754064,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-08,51.15504966503861,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-09,52.370916754664165,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-10,42.01810080631856,1,1,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-11,28.66249806120057,1,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-12,36.6668093052596,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-13,61.95995785045353,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-14,60.04214963129565,1,1,55,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-15,57.68177028463981,1,1,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-03,53.336988441016494,1,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-04,48.25694158436118,2,1,43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-05,58.22190604064913,2,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-06,41.39708910814262,1,4,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,44.480805336271416,2,1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-08,17.80051670754739,2,4,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-09,16.322872593899753,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-10,56.05900948381392,1,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-11,45.24934074361333,1,1,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-12,34.82757698466018,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-13,50.10098794893605,2,1,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,37.86133413213433,2,1,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-15,31.141837788308376,2,1,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-16,44.25957326171222,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-17,40.76666327877495,1,4,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,46.4011810449864,1,4,39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,37.23796890116047,2,1,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-20,33.24300760049925,1,4,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,44.093060822593344,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-22,53.81288345201417,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-23,56.2731809599793,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-24,52.57080656647254,1,1,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-25,57.707980080555885,1,1,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-26,70.79485218163758,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,53.58448380068157,1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-28,57.23454558073576,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-29,57.707980080555885,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,52.79449915220924,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-31,53.15378731555288,1,1,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,55.11925457175726,1,1,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-02,63.01171952294794,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-03,58.87864864431248,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-04,40.04557295172037,1,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-05,22.904312848941263,1,1,42,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06,31.622439864901917,2,5,44,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-07,33.63786620176092,2,4,70,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-08,39.772028263708606,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-09,43.25065658228884,1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,58.01014158647149,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,35.60322647958571,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,29.873551106850652,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-13,50.08429926259132,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14,40.05268703930397,2,1,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-15,25.9570587263683,2,4,31,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-16,16.73447337069597,2,1,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-17,24.243900873804456,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-18,23.87509160088948,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-19,44.69968387803267,1,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,52.38519841902117,2,5,53,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-21,45.98695928944328,1,1,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-22,57.091675447975845,2,1,47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-23,40.08601092280368,2,1,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-24,36.66445577246167,2,1,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-25,30.40186570968048,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26,43.66236433746465,2,1,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-27,68.54407257343175,2,1,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-28,77.57639620676949,1,1,56,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,64.28974127073617,1,1,49,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-30,58.42206329840647,1,1,45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,61.15125191797728,1,1,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-02,40.22893454475337,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-03,61.71759747142552,2,1,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,74.10958903984586,2,4,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-05,50.44626189387165,2,4,41,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-06,58.16510031835984,2,1,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-07,58.92176108333249,2,1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-08,66.0361695176099,2,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-09,65.1106427822433,2,4,36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-10,60.38988408740877,2,4,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-11,62.96202788824227,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-12,67.39726027431614,1,1,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-13,75.48009392622102,1,1,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-14,65.53887875467164,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-15,64.07321626177286,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-16,67.9873551109801,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-17,62.14342642186613,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-18,38.57520339322571,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-19,76.67932581869161,1,1,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-20,68.22051531557554,1,1,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-21,66.35978026465591,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-22,54.222344652771625,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-23,69.3553994846549,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-24,26.597219622066493,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-25,48.18093317535983,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-26,59.87114408334007,1,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-27,58.02233716397953,1,1,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-28,53.96297465073727,1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-29,53.16587591468134,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-30,60.18523372081474,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-31,67.32349841973316,2,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,68.2086406747291,2,1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-11,62.16016859892351,2,1,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-12,67.39726027431614,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-13,69.75763962097199,2,5,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-14,63.47836087032322,2,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,70.34773445763595,2,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-16,59.11678336197559,2,1,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-17,54.80762544546012,2,4,21,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-18,41.74455611830678,2,1,29,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-19,59.873551106850655,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-20,60.75869336184658,2,1,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-21,61.79135932600852,2,1,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-22,60.37084186826609,2,1,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-23,59.24285783001116,2,1,43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-24,53.8628960218586,2,1,39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-25,55.30015565361273,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-26,47.89305333380125,2,1,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-27,35.4819125663358,1,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-28,36.074414424987495,2,1,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-29,57.81281926422023,2,1,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-30,69.82418040806894,2,1,41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,54.414959909427,2,1,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-02,61.91491979215393,2,1,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-18,1.2182741116132856,2,5,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-19,0.6091370558066427,2,4,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-20,10.743074463128622,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-21,0.4568527918549821,1,1,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-22,10.547945206105936,2,1,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-23,65.2581664914093,2,1,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-24,54.99574759327879,2,1,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-25,53.36319823693258,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-26,6.012794660245586,2,1,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-27,1.0659898476616247,2,1,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-28,1.3705583755649464,1,1,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-29,0.7614213197583035,1,1,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-30,62.27196140107922,2,1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-31,23.68006932224637,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-01,3.9926612577906986,2,1,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-02,2.13197969532325,2,1,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-03,0.6091370558066427,2,1,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-04,0.0,1,1,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-05,0.7614213197583035,2,1,39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-06,1.3705583755649464,2,1,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-07,0.7614213197583035,2,1,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-08,1.2182741116132856,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-09,0.7614213197583035,2,4,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-10,0.913705583709964,2,1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-11,0.1522842639516605,2,1,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-12,0.0,2,1,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-13,0.913705583709964,2,6,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-14,0.913705583709964,2,5,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-15,0.0,2,1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-16,0.7614213197583035,2,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-17,0.4568527918549821,2,1,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-18,0.3045685279033213,2,1,47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-19,0.4568527918549821,2,1,41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-20,0.7614213197583035,2,1,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-21,0.7614213197583035,2,1,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-22,0.4568527918549821,2,1,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-23,0.4568527918549821,2,1,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-24,0.1522842639516605,2,1,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-25,0.0,2,1,98,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-26,0.0,2,1,69,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-27,0.3045685279033213,2,1,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-28,0.1522842639516605,2,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-29,3.1979695429848745,2,1,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-30,7.568961183261896,2,1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-08-31,2.893401015081553,2,1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-01,0.3045685279033213,2,1,41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-02,0.0,2,1,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-03,2.4365482232265707,2,1,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-04,0.913705583709964,2,1,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-05,0.4568527918549821,2,1,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-06,1.0659898476616247,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-07,0.913705583709964,2,1,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-08,0.913705583709964,2,1,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-09,0.0,1,1,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-10,2.2842639592749103,1,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11,1.0659898476616247,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12,0.7614213197583035,2,1,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-13,1.979695431371589,2,1,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-14,0.7614213197583035,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-17,0.913705583709964,1,10,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-18,2.4365482232265707,2,6,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-19,1.3705583755649464,2,5,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-20,1.6751269034682676,2,1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-21,2.4365482232265707,1,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-22,0.3045685279033213,1,1,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-23,0.0,1,1,37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-24,0.0,1,1,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-25,0.913705583709964,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-26,0.7614213197583035,2,1,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-27,1.2182741116132856,2,1,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-09-28,1.0659898476616247,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-29,0.7614213197583035,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-30,0.7614213197583035,1,1,58,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,0.0,1,1,54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-02,0.0,1,1,55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-03,1.2182741116132856,1,1,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-04,42.02061480668588,1,1,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-05,45.83959604784668,1,1,61,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-06,62.38145416267249,1,1,61,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-07,65.25816648988645,1,1,62,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-08,47.63352286419752,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-09,70.98292084026644,1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-10,53.694083539131576,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-11,25.41462292675084,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-12,46.96977315133015,2,1,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-10-13,31.386979615175505,1,1,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-14,41.67801532968698,1,1,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-15,11.014319107532256,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-16,16.57502152997091,2,1,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-10-17,0.913705583709964,2,1,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-10-18,8.504062518912479,2,1,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-10-19,14.826132771919646,2,1,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-10-20,35.84826132807326,2,1,33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-10-21,32.1601685989235,1,1,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-22,10.885837617508946,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-23,1.6751269034682676,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-24,20.43684776420274,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-25,39.37946970605506,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,39.26767690237649,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-27,43.422143532952575,1,1,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-28,35.8721710803812,2,1,67,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-10-29,41.47095794110521,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-30,9.227399400385414,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,12.256395993073893,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
